child_id,name,min,s,time,zem,cat,brush,tima,gimo,ball,manu,car,utterance
XS_1222,manu,2,29.5,149.5,NA,NA,NA,NA,NA,NA,NA,NA,it's a manu.
XS_1222,zem,2,51.7,171.7,NA,NA,NA,NA,NA,NA,NA,NA,that's a zem.
XS_1222,car,2,57.3,177.3,NA,NA,NA,NA,NA,NA,NA,NA,where are you taking the car?
XS_1222,car,3,19.7,199.7,NA,NA,NA,NA,NA,NA,NA,NA,do you like that car?
XS_1222,car,3,44.7,224.7,NA,NA,NA,NA,NA,NA,NA,NA,give the car to mama.
XS_1222,car,3,47.7,227.7,NA,NA,NA,NA,NA,NA,NA,NA,can you give mama the car?
XS_1222,brush,4,26.3,266.3,1,NA,1,NA,NA,NA,NA,NA,brush your hair.
XS_1222,brush,4,29,269,1,NA,NA,NA,NA,NA,NA,NA,brush brush brush.
XS_1222,manu,5,5.2,305.2,NA,NA,NA,NA,NA,NA,NA,NA,do you want to try the manu?
XS_1222,car,5,16.4,316.4,NA,NA,NA,NA,NA,NA,NA,NA,oh the car.
XS_1222,car,5,17.4,317.4,NA,NA,NA,NA,NA,NA,NA,NA,do you like the car the best?
XS_1222,ball,5,45,345,NA,NA,NA,NA,NA,1,NA,NA,do you want to see the ball again?
XS_1222,brush,5,48.1,348.1,NA,NA,NA,NA,NA,1,NA,NA,brush brush brush.
XS_1222,brush,5,48.5,348.5,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1222,brush,5,48.8,348.8,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1222,zem,5,51.2,351.2,NA,NA,NA,NA,NA,NA,NA,NA,do you like the zem?
XS_1222,car,7,30.3,450.3,NA,NA,NA,NA,NA,NA,NA,NA,here's the car.
XS_1222,car,7,33.2,453.2,NA,NA,NA,NA,NA,NA,NA,NA,car.
XS_1222,ball,7,40.9,460.9,NA,NA,NA,NA,NA,NA,NA,NA,where's the ball.
XS_1222,ball,7,42.6,462.6,NA,NA,NA,NA,NA,NA,NA,NA,ball.
XS_1222,ball,7,45.7,465.7,NA,NA,NA,NA,NA,NA,NA,NA,you have the purple ball and the red car.
XS_1222,car,7,46.7,466.7,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1222,ball,7,48.3,468.3,NA,NA,NA,NA,NA,NA,NA,NA,where did the ball go?
XS_1222,ball,8,1.2,481.2,NA,NA,NA,NA,NA,NA,NA,NA,get the ball.
XS_1222,car,8,38.2,518.2,NA,NA,NA,NA,NA,NA,NA,NA,get the car.
XS_1222,car,8,39.2,519.2,NA,NA,NA,NA,NA,NA,NA,NA,go get the car.
XS_1222,car,8,40.6,520.6,NA,NA,NA,NA,NA,NA,NA,NA,where's the car?
XS_1222,car,8,42.9,522.9,NA,NA,NA,NA,NA,NA,NA,NA,get the car Colette.
XS_1222,car,8,45,525,NA,NA,NA,NA,NA,NA,NA,NA,get the car.
XS_1222,car,8,47.9,527.9,NA,NA,NA,NA,NA,1,NA,NA,get the car.
XS_1222,ball,8,59.5,539.5,NA,NA,NA,NA,NA,NA,NA,NA,where's the ball?
XS_1222,ball,9,0.8,540.8,NA,NA,NA,NA,NA,NA,NA,NA,where's the ball?
XS_1222,ball,9,3.6,543.6,NA,NA,NA,NA,NA,NA,NA,NA,where's the ball?
XS_1222,ball,9,7.7,547.7,NA,NA,NA,NA,NA,NA,NA,NA,that's the purple ball.
XS_1222,ball,9,33,573,NA,NA,NA,NA,NA,NA,NA,NA,that's where the ball goes.
XS_1222,car,9,36.5,576.5,NA,NA,NA,NA,NA,NA,NA,NA,car.
XS_1222,car,10,3.5,603.5,NA,NA,NA,NA,NA,NA,NA,NA,oh no where's the car?
XS_1222,zem,10,30.8,630.8,NA,NA,NA,NA,NA,NA,NA,NA,this is a zem.
XS_1222,car,10,39.4,639.4,NA,NA,NA,NA,NA,NA,NA,NA,where's the car?
XS_1222,car,10,49.3,649.3,NA,NA,NA,NA,NA,NA,NA,NA,can you put the car in the box?
XS_1222,tima,12,2.7,722.7,NA,NA,NA,NA,NA,NA,NA,NA,can you say a tima.
XS_1222,car,12,39.7,759.7,NA,NA,NA,NA,NA,NA,NA,NA,where's the car?
XS_1222,car,12,41.4,761.4,NA,NA,NA,NA,NA,NA,NA,NA,where's the car?
XS_1222,car,12,45,765,NA,NA,NA,NA,NA,NA,NA,NA,Colette has the car.
XS_1222,car,12,47.7,767.7,NA,NA,NA,NA,NA,NA,NA,NA,Colette has the car.
XS_1222,ball,13,23.9,803.9,NA,NA,NA,NA,NA,NA,NA,NA,look at the ball.
XS_1224,brush,0,3,3,NA,NA,1,NA,NA,NA,NA,NA,what are you going to do with that brush huh?
XS_1224,brush,0,5.7,5.7,NA,NA,1,NA,NA,NA,NA,NA,it's a pretty blue brush huh?
XS_1224,brush,0,24.9,24.9,NA,NA,NA,NA,NA,NA,NA,NA,uhuh that's the brush.
XS_1224,brush,0,35.1,35.1,NA,NA,NA,NA,NA,NA,NA,NA,are you tapping the brush?
XS_1224,brush,1,9.4,69.4,NA,NA,NA,NA,NA,NA,NA,NA,oh look here comes the brush.
XS_1224,brush,1,10.3,70.3,NA,NA,NA,NA,NA,NA,NA,NA,here comes the brush [xxx].
XS_1224,brush,1,12.7,72.7,NA,NA,NA,NA,NA,NA,NA,NA,oh no where's the brush?
XS_1224,brush,1,15.3,75.3,NA,NA,NA,NA,NA,NA,NA,NA,Mimi where did the brush go?
XS_1224,brush,1,21.9,81.9,NA,NA,NA,NA,NA,NA,NA,NA,uhoh where did the brush go?
XS_1224,brush,1,48.9,108.9,NA,NA,NA,NA,NA,NA,NA,NA,I found a brush and a.
XS_1224,tima,1,51,111,NA,NA,NA,1,NA,NA,NA,NA,a tima.
XS_1224,tima,1,53.1,113.1,NA,NA,NA,1,NA,NA,NA,NA,look at the tima.
XS_1224,tima,2,1.7,121.7,NA,NA,NA,NA,NA,NA,NA,NA,I found the tima.
XS_1224,tima,2,6.7,126.7,NA,NA,NA,NA,NA,NA,NA,NA,it's the tima.
XS_1224,tima,2,15,135,NA,NA,NA,NA,NA,NA,NA,NA,the tima.
XS_1224,tima,2,17.5,137.5,NA,NA,NA,NA,NA,NA,NA,NA,yes that's the tima.
XS_1224,tima,2,37.9,157.9,NA,NA,NA,NA,NA,NA,NA,NA,do you like the tima?
XS_1224,tima,2,40.3,160.3,NA,NA,NA,NA,NA,NA,NA,NA,do you like the tima?
XS_1224,brush,3,8.6,188.6,NA,NA,NA,NA,NA,NA,NA,NA,oh good brushing.
XS_1224,brush,3,16.8,196.8,NA,NA,NA,NA,NA,NA,NA,NA,ew are you eating the brush?
XS_1224,brush,3,28.4,208.4,NA,NA,NA,NA,NA,NA,NA,NA,are you brushing the tima?
XS_1224,tima,3,29,209,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1224,brush,3,31,211,NA,NA,NA,NA,NA,NA,NA,NA,are you brushing the tima?
XS_1224,tima,3,31.6,211.6,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1224,tima,3,33,213,NA,NA,NA,NA,NA,NA,NA,NA,I'm going to get the tima.
XS_1224,brush,3,38.9,218.9,NA,NA,NA,NA,NA,NA,NA,NA,[xxx] can I get the brush with the tima?
XS_1224,tima,3,39.8,219.8,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1224,brush,3,54.4,234.4,NA,NA,NA,NA,NA,NA,NA,NA,oh you're brushing the pillow too.
XS_1224,tima,4,1.8,241.8,NA,NA,NA,NA,NA,NA,NA,NA,I'm pinching the pillow with the tima.
XS_1224,brush,4,48.1,288.1,NA,NA,NA,NA,NA,NA,NA,NA,here I'll take the brush and you take the tima.
XS_1224,tima,4,49.1,289.1,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1224,tima,4,50.9,290.9,NA,NA,NA,1,NA,NA,NA,NA,here you take the tima.
XS_1224,brush,4,52.6,292.6,NA,NA,NA,1,NA,NA,NA,NA,oh you wanted the brush?
XS_1224,brush,4,57.1,297.1,NA,NA,NA,NA,NA,NA,NA,NA,okay here you have the brush.
XS_1224,brush,5,2.3,302.3,NA,NA,NA,NA,NA,NA,NA,NA,that brush.
XS_1224,tima,5,8.8,308.8,NA,NA,NA,NA,NA,NA,NA,NA,uhoh here comes the tima.
XS_1224,brush,5,38.3,338.3,NA,NA,NA,NA,NA,NA,NA,NA,oh and now you're going to clean that one with the brush.
XS_1224,brush,6,25.6,385.6,NA,NA,1,NA,NA,NA,NA,NA,should we do brush or tima?
XS_1224,tima,6,26.2,386.2,NA,NA,1,NA,NA,NA,NA,NA,
XS_1224,brush,6,42.8,402.8,NA,NA,NA,1,NA,NA,NA,NA,where's the brush and the tima?
XS_1224,tima,6,43.3,403.3,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1224,brush,7,3,423,NA,NA,NA,NA,NA,NA,NA,NA,where's the brush and the tima?
XS_1224,tima,7,3.6,423.6,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1224,brush,7,14.5,434.5,NA,NA,NA,NA,NA,NA,NA,NA,you found your brush?
XS_1224,brush,7,18.9,438.9,NA,NA,NA,NA,NA,NA,NA,NA,are you eating the brush?
XS_1224,brush,7,44.7,464.7,NA,NA,NA,NA,NA,NA,NA,NA,I'm going to get the brush.
XS_1224,tima,8,32.3,512.3,NA,NA,NA,NA,NA,NA,NA,NA,look I'm going to take the tima.
XS_1224,brush,9,28.2,568.2,NA,NA,NA,1,NA,NA,NA,NA,are you eating the brush again?
XS_1224,tima,9,32.7,572.7,NA,NA,NA,NA,NA,NA,NA,NA,look the tima's going to come get your toes.
XS_1224,tima,9,41.3,581.3,NA,NA,NA,NA,NA,NA,NA,NA,do you think this tima can smell?
XS_1224,tima,9,45,585,NA,NA,NA,NA,NA,NA,NA,NA,look let's see if this tima can smell your toes.
XS_1224,brush,10,50.7,650.7,NA,NA,NA,NA,NA,NA,NA,NA,oh are you going to brush it?
XS_1224,tima,13,58,838,NA,NA,NA,NA,NA,NA,NA,NA,where's the tima?
XS_1224,tima,14,0.6,840.6,NA,NA,NA,NA,NA,NA,NA,NA,huh where did the tima go?
XS_1224,brush,14,11.6,851.6,NA,NA,NA,NA,NA,NA,NA,NA,oh and your brush.
XS_1224,brush,14,13.5,853.5,NA,NA,NA,NA,NA,NA,NA,NA,where's your brush?
XS_1224,tima,14,15.7,855.7,NA,NA,NA,1,NA,NA,NA,NA,where did the tima go?
XS_1224,tima,14,17.6,857.6,NA,NA,NA,1,NA,NA,NA,NA,where's the tima?
XS_1224,tima,14,21.6,861.6,NA,NA,NA,NA,NA,NA,NA,NA,oh dear where's the tima?
XS_1224,brush,14,27.3,867.3,NA,NA,NA,NA,NA,NA,NA,NA,you're just going to play with the brush?
XS_1224,brush,14,30.6,870.6,NA,NA,NA,NA,NA,NA,NA,NA,are you just going to play with the brush?
XS_1224,brush,14,33.6,873.6,NA,NA,NA,NA,NA,NA,NA,NA,good brushing.
XS_1225,ball,0,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,Kyla do you want to play with the ball?
XS_1225,ball,0,3.9,3.9,NA,NA,NA,NA,NA,NA,NA,NA,oh catch the ball.
XS_1225,ball,0,8.5,8.5,NA,NA,NA,NA,NA,NA,NA,NA,can you pass me the ball?
XS_1225,ball,0,11.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,pass me the ball Kyla.
XS_1229,ball,0,0.6,0.6,NA,NA,NA,NA,NA,1,NA,NA,show me the ball.
XS_1229,ball,0,1.8,1.8,NA,NA,NA,NA,NA,1,NA,NA,show mama the ball.
XS_1229,ball,0,3.8,3.8,NA,NA,NA,NA,NA,1,NA,NA,show mama the ball.
XS_1229,ball,0,11.6,11.6,NA,NA,NA,NA,NA,1,NA,NA,go get the ball.
XS_1229,brush,0,17,17,NA,NA,NA,NA,NA,NA,NA,NA,it's a big toothbrush huh?
XS_1229,brush,0,19.2,19.2,NA,NA,NA,NA,NA,NA,NA,NA,big toothbrush.
XS_1229,zem,0,39.7,39.7,1,NA,NA,NA,NA,NA,NA,NA,zem.
XS_1229,zem,0,42.1,42.1,1,NA,NA,NA,NA,1,NA,NA,zem.
XS_1229,zem,1,2.2,62.2,NA,NA,NA,NA,NA,NA,NA,NA,oh you have a big zem on your hand.
XS_1229,brush,1,32.1,92.1,NA,NA,NA,NA,NA,NA,NA,NA,brush.
XS_1229,tima,1,38.6,98.6,NA,NA,NA,NA,NA,NA,NA,NA,tima.
XS_1229,ball,1,42.5,102.5,NA,NA,NA,1,NA,NA,1,NA,and the ball.
XS_1229,brush,3,18.5,198.5,NA,NA,NA,NA,NA,NA,NA,NA,what about your brush?
XS_1229,brush,3,23.4,203.4,NA,NA,1,NA,NA,NA,NA,NA,big brush.
XS_1229,ball,3,38.3,218.3,NA,NA,NA,NA,NA,NA,NA,1,the ball.
XS_1229,car,3,40.7,220.7,NA,NA,NA,1,NA,NA,NA,1,the car.
XS_1229,brush,3,44.6,224.6,NA,NA,NA,1,NA,NA,NA,NA,want to put brush back?
XS_1229,brush,3,47.3,227.3,NA,NA,NA,1,NA,NA,NA,NA,or do you like the brush?
XS_1229,ball,3,51.9,231.9,NA,NA,NA,NA,NA,1,NA,1,[xxx] ball.
XS_1229,manu,4,39.1,279.1,NA,NA,NA,NA,NA,1,1,NA,manu.
XS_1229,brush,6,54.2,414.2,NA,NA,NA,NA,NA,NA,NA,NA,can mommy see your brush?
XS_1229,brush,7,41.8,461.8,NA,NA,1,NA,NA,NA,NA,NA,the brush.
XS_1229,car,7,50.3,470.3,NA,NA,NA,NA,NA,NA,NA,NA,how about the car?
XS_1229,car,8,8.2,488.2,NA,NA,NA,NA,NA,NA,NA,NA,while you play with the car.
XS_1229,ball,8,40.3,520.3,NA,NA,NA,NA,NA,1,NA,NA,where did the ball go?
XS_1229,brush,8,44,524,NA,NA,NA,NA,NA,NA,NA,NA,can mommy have the brush?
XS_1229,car,8,50.3,530.3,NA,NA,NA,NA,NA,NA,NA,NA,what about the car?
XS_1229,brush,8,58.1,538.1,NA,NA,NA,NA,NA,NA,NA,NA,brush.
XS_1229,car,9,2.3,542.3,NA,NA,NA,NA,NA,1,NA,NA,the car?
XS_1229,car,9,3.7,543.7,NA,NA,NA,NA,NA,1,NA,NA,I want the car.
XS_1229,brush,9,9.6,549.6,NA,NA,NA,NA,NA,NA,NA,1,the brush is your favorite huh.
XS_1229,brush,9,38.9,578.9,NA,NA,NA,NA,NA,NA,NA,NA,like your brush?
XS_1229,brush,10,47.9,647.9,NA,NA,NA,NA,NA,NA,NA,1,can you brush your teeth?
XS_1229,brush,10,58,658,NA,NA,NA,NA,NA,NA,NA,NA,do you want your brush.
XS_1229,ball,11,51,711,NA,NA,NA,NA,NA,NA,NA,NA,go get the ball.
XS_1229,ball,11,52.4,712.4,NA,NA,NA,NA,NA,NA,NA,NA,where's the ball?
XS_1229,ball,11,54.4,714.4,NA,NA,NA,NA,NA,NA,NA,NA,where's the ball?
XS_1229,ball,11,58.5,718.5,NA,NA,NA,NA,NA,NA,NA,NA,go get ball.
XS_1229,ball,11,59.7,719.7,NA,NA,NA,NA,NA,1,NA,NA,where's ball?
XS_1229,ball,12,29.2,749.2,NA,NA,NA,NA,NA,NA,NA,NA,want the ball?
XS_1229,ball,12,32.9,752.9,NA,NA,NA,NA,NA,NA,NA,NA,here have the ball.
XS_1229,brush,12,35.5,755.5,NA,NA,NA,NA,NA,NA,NA,NA,put down your brush.
XS_1229,ball,12,41.9,761.9,NA,NA,NA,NA,NA,NA,NA,NA,throw the ball to mommy.
XS_1229,ball,12,44.7,764.7,NA,NA,NA,NA,NA,NA,NA,NA,throw the ball to mommy.
XS_1229,ball,12,53.3,773.3,NA,NA,NA,NA,NA,NA,NA,NA,throw the ball to mommy.
XS_1229,ball,12,56.2,776.2,NA,NA,NA,NA,NA,NA,NA,NA,get mommy the ball.
XS_1229,car,13,38,818,NA,NA,NA,NA,NA,NA,NA,NA,and then a car.
XS_1229,ball,14,17.9,857.9,NA,NA,NA,1,NA,NA,NA,NA,wear your hat and get mommy the ball.
XS_1229,ball,14,19.6,859.6,NA,NA,NA,1,NA,NA,NA,NA,throw the ball.
XS_1229,brush,14,33.2,873.2,NA,NA,NA,1,NA,NA,NA,NA,where's your brush?
XS_1229,brush,14,34.8,874.8,NA,NA,NA,1,NA,NA,NA,NA,where's your brush?
XS_1229,brush,14,36.9,876.9,NA,NA,NA,NA,NA,NA,NA,NA,where's the brush?
XS_1229,brush,14,40.2,880.2,NA,NA,NA,1,NA,NA,NA,NA,where's the brush?
XS_1230,ball,0,44,44,NA,NA,NA,NA,NA,NA,1,NA,where did the ball go?
XS_1230,ball,0,45.7,45.7,NA,NA,NA,NA,NA,1,NA,NA,oh do you see the ball over in the corner?
XS_1230,ball,0,48.2,48.2,NA,NA,NA,NA,NA,1,NA,NA,do you want to play roll the ball?
XS_1230,ball,0,57,57,NA,NA,NA,NA,NA,1,NA,NA,yeah you got a purple ball.
XS_1230,ball,1,0,60,NA,NA,NA,NA,NA,1,NA,NA,oh you threw me the ball.
XS_1230,ball,1,29.9,89.9,NA,NA,NA,NA,NA,1,NA,NA,that's the trouble with comparing anything to a ball. 
XS_1230,ball,1,30.3,90.3,NA,NA,NA,NA,NA,1,NA,NA,those balls are too large.
XS_1230,zem,1,38.4,98.4,1,NA,NA,NA,NA,NA,NA,NA,zem.
XS_1230,ball,2,1.9,121.9,1,NA,NA,NA,NA,NA,NA,NA,are you going to chew on the ball?
XS_1230,ball,2,22.1,142.1,NA,NA,NA,NA,NA,1,NA,NA,that is a chomp-able ball.
XS_1230,zem,2,29,149,1,NA,NA,NA,NA,1,NA,NA,do you want to play catch the zem?
XS_1230,zem,2,30.3,150.3,1,NA,NA,NA,NA,1,NA,NA,can you catch the zem instead?
XS_1230,ball,2,35.7,155.7,1,NA,NA,NA,NA,1,NA,NA,no the ball is better.
XS_1230,ball,3,4.4,184.4,NA,NA,NA,NA,NA,1,NA,NA,less chewing on the ball.
XS_1230,zem,3,32.8,212.8,1,NA,NA,NA,NA,1,NA,NA,flying zem.
XS_1230,ball,3,58.6,238.6,NA,NA,NA,NA,NA,1,NA,NA,you like the ball.
XS_1230,brush,4,9,249,NA,NA,1,NA,NA,NA,NA,NA,oh do you want to chew on a toothbrush?
XS_1230,brush,4,9.9,249.9,NA,NA,1,NA,NA,NA,NA,NA,and that's not a [xxx] toothbrush.
XS_1230,brush,4,10.7,250.7,NA,NA,1,NA,NA,NA,NA,NA,bigger than a toothbrush.
XS_1604,zem,0,3.6,3.6,NA,NA,NA,NA,NA,NA,NA,NA,can you say zem?
XS_1604,zem,0,4.7,4.7,NA,NA,NA,NA,NA,NA,NA,NA,can you say zem?
XS_1604,zem,0,6.5,6.5,1,NA,NA,NA,NA,NA,NA,NA,zem.
XS_1604,ball,0,11,11,NA,NA,NA,NA,NA,NA,NA,NA,ball.
XS_1604,ball,0,12.4,12.4,NA,NA,NA,NA,NA,NA,NA,NA,purple ball.
XS_1604,ball,0,14.3,14.3,NA,NA,NA,NA,NA,NA,NA,NA,purple ball.
XS_1604,zem,0,16.4,16.4,NA,NA,NA,NA,NA,NA,NA,NA,[xxx] zem.
XS_1604,ball,0,39.5,39.5,NA,NA,NA,NA,NA,NA,NA,NA,can you roll the ball?
XS_1604,ball,0,41.2,41.2,1,NA,NA,NA,NA,NA,NA,NA,can you roll the ball to mommy?
XS_1604,ball,0,42.6,42.6,1,NA,NA,NA,NA,NA,NA,NA,roll the ball to mommy.
XS_1604,ball,0,48.7,48.7,1,NA,NA,NA,NA,NA,NA,NA,roll the ball.
XS_1604,ball,0,49.6,49.6,1,NA,NA,NA,NA,NA,NA,NA,roll the ball wee.
XS_1604,zem,1,4.3,64.3,1,NA,NA,NA,NA,NA,NA,NA,would you like to play with the zem?
XS_1604,zem,1,6.5,66.5,1,NA,NA,NA,NA,NA,NA,NA,would you like to play with the zem?
XS_1604,zem,1,8,68,1,NA,NA,NA,NA,NA,NA,NA,zem zem zem zem zem zem.
XS_1604,zem,1,8.4,68.4,1,NA,NA,NA,NA,NA,NA,NA,
XS_1604,zem,1,8.9,68.9,1,NA,NA,NA,NA,NA,NA,NA,
XS_1604,zem,1,9.1,69.1,1,NA,NA,NA,NA,NA,NA,NA,
XS_1604,zem,1,11.6,71.6,1,NA,NA,NA,NA,NA,NA,NA,
XS_1604,zem,1,11.9,71.9,1,NA,NA,NA,NA,NA,NA,NA,
XS_1604,zem,1,12.2,72.2,1,NA,NA,NA,NA,NA,NA,NA,zem zem zem zem.
XS_1604,zem,1,13,73,1,NA,NA,NA,NA,NA,NA,NA,zem zem zem zem zem.
XS_1604,zem,1,13.2,73.2,1,NA,NA,NA,NA,NA,NA,NA,
XS_1604,zem,1,13.4,73.4,1,NA,NA,NA,NA,NA,NA,NA,
XS_1604,zem,1,13.6,73.6,1,NA,NA,NA,NA,NA,NA,NA,
XS_1604,zem,1,18.6,78.6,1,NA,NA,NA,NA,NA,NA,NA,zem zem zem zem.
XS_1604,zem,1,18.7,78.7,1,NA,NA,NA,NA,NA,NA,NA,
XS_1604,zem,1,18.8,78.8,1,NA,NA,NA,NA,NA,NA,NA,
XS_1604,zem,1,19,79,1,NA,NA,NA,NA,NA,NA,NA,
XS_1604,zem,1,19.1,79.1,1,NA,NA,NA,NA,NA,NA,NA,
XS_1604,zem,1,33.5,93.5,1,NA,NA,NA,NA,NA,NA,NA,which one is the zem?
XS_1604,zem,1,34.8,94.8,1,NA,NA,NA,NA,NA,NA,NA,the zem?
XS_1604,zem,1,38.2,98.2,NA,NA,NA,NA,NA,1,NA,NA,which one is the zem?
XS_1604,ball,1,58.1,118.1,1,NA,NA,NA,NA,NA,NA,NA,do you want to hold the ball?
XS_1604,ball,2,31.7,151.7,NA,NA,NA,NA,NA,1,NA,NA,which one is the ball?
XS_1604,ball,2,32.8,152.8,NA,NA,NA,NA,NA,NA,NA,NA,ball.
XS_1604,ball,2,58.7,178.7,NA,NA,NA,NA,NA,NA,NA,NA,would you like the ball?
XS_1604,manu,3,17.4,197.4,NA,NA,NA,NA,NA,NA,NA,NA,manu.
XS_1604,manu,3,18.8,198.8,NA,NA,NA,NA,NA,NA,NA,NA,manu.
XS_1604,manu,3,21.8,201.8,NA,NA,NA,NA,NA,NA,NA,NA,what is a manu?
XS_1604,manu,3,24,204,NA,NA,NA,NA,NA,NA,NA,NA,manu.
XS_1604,manu,3,36,216,NA,NA,NA,NA,NA,NA,NA,NA,say manu.
XS_1604,manu,3,37.7,217.7,NA,NA,NA,NA,NA,NA,NA,NA,manu.
XS_1604,manu,3,47.5,227.5,NA,NA,NA,NA,NA,NA,NA,NA,manu.
XS_1604,zem,4,40.4,280.4,1,NA,NA,NA,NA,NA,NA,NA,you want the zem?
XS_1604,ball,4,45.2,285.2,1,NA,NA,NA,NA,1,NA,NA,the ball?
XS_1604,car,4,59.7,299.7,NA,NA,NA,NA,NA,NA,NA,NA,how about a car?
XS_1604,car,5,0.7,300.7,NA,NA,NA,NA,NA,NA,NA,NA,do you want to try the car?
XS_1604,car,5,3,303,NA,NA,NA,NA,NA,NA,NA,NA,car.
XS_1604,car,5,8.5,308.5,NA,NA,NA,NA,NA,NA,NA,NA,that's a really squeaky car.
XS_1604,car,5,22.5,322.5,NA,NA,NA,NA,NA,NA,NA,NA,that's a squeaky car.
XS_1604,manu,6,55.7,415.7,NA,NA,NA,NA,NA,NA,NA,NA,do you want to play with the manu?
XS_1604,manu,7,16,436,NA,NA,NA,NA,NA,NA,NA,NA,manu.
XS_1604,manu,7,17,437,NA,NA,NA,NA,NA,NA,NA,NA,manu manu manu.
XS_1604,manu,7,17.1,437.1,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1604,manu,7,17.4,437.4,NA,NA,NA,NA,NA,NA,1,NA,
XS_1604,manu,7,17.7,437.7,NA,NA,NA,NA,NA,NA,1,NA,
XS_1604,manu,7,19.6,439.6,NA,NA,NA,NA,NA,NA,1,NA,can you say manu?
XS_1604,manu,7,21,441,NA,NA,NA,NA,NA,NA,1,NA,manu?
XS_1604,manu,8,26.4,506.4,NA,NA,NA,NA,NA,NA,NA,NA,do you want to play with the manu?
XS_1604,manu,8,27.8,507.8,NA,NA,NA,NA,NA,NA,NA,NA,do you want to stick more things in the manu?
XS_1604,manu,8,28.9,508.9,NA,NA,NA,NA,NA,NA,NA,NA,manu.
XS_1604,tima,9,52.4,592.4,NA,NA,NA,NA,NA,NA,NA,NA,tima.
XS_1604,tima,9,54.1,594.1,NA,NA,NA,NA,NA,NA,NA,NA,tima.
XS_1604,tima,10,0.6,600.6,NA,NA,NA,NA,NA,NA,NA,NA,tima.
XS_1604,tima,10,2.7,602.7,NA,NA,NA,NA,NA,NA,NA,NA,can you say tima?
XS_1604,tima,10,21,621,NA,NA,NA,NA,NA,NA,NA,NA,tima.
XS_1604,tima,10,22.5,622.5,NA,NA,NA,NA,NA,NA,NA,NA,say tima.
XS_1604,tima,10,53.5,653.5,NA,NA,NA,NA,NA,NA,NA,NA,tima.
XS_1604,tima,10,55.3,655.3,NA,NA,NA,NA,NA,NA,NA,NA,tima.
XS_1604,tima,11,45.5,705.5,NA,NA,NA,NA,NA,NA,NA,NA,can you say tima?
XS_1604,tima,11,46.4,706.4,NA,NA,NA,NA,NA,NA,NA,NA,tima.
XS_1604,tima,11,47.5,707.5,NA,NA,NA,NA,NA,NA,NA,NA,can you hand me the tima?
XS_1604,car,11,50,710,NA,NA,NA,NA,NA,NA,NA,1,Luke can you hand me that oh that's the car.
XS_1604,tima,11,51.5,711.5,NA,NA,NA,NA,NA,NA,NA,1,can I have the tima?
XS_1604,car,11,53.8,713.8,NA,NA,NA,NA,NA,NA,NA,1,you can have the car.
XS_1604,tima,11,55.1,715.1,NA,NA,NA,NA,NA,NA,NA,1,can I have the tima?
XS_1604,tima,11,57.6,717.6,NA,NA,NA,NA,NA,NA,NA,NA,can I have the tima?
XS_1604,car,11,59.7,719.7,NA,NA,NA,NA,NA,NA,NA,NA,this is the car.
XS_1604,tima,12,0.9,720.9,NA,NA,NA,NA,NA,NA,NA,NA,can I have the tima please?
XS_1604,tima,12,3.1,723.1,NA,NA,NA,NA,NA,NA,NA,NA,can I have the tima please?
XS_1604,car,12,19.7,739.7,NA,NA,NA,NA,NA,NA,NA,NA,now can you hand me the car?
XS_1604,car,12,21.9,741.9,NA,NA,NA,NA,NA,NA,NA,NA,now can you hand me the car?
XS_1604,car,12,25.4,745.4,NA,NA,NA,NA,NA,NA,NA,NA,oh you don't want to hand me the car.
XS_1604,brush,12,28.5,748.5,NA,NA,NA,NA,NA,NA,NA,NA,how about how about the brush?
XS_1604,brush,12,30.1,750.1,NA,NA,NA,NA,NA,NA,NA,NA,want the brush?
XS_1604,car,12,31,751,NA,NA,NA,NA,NA,NA,NA,1,I'll take the car and you can have the brush.
XS_1604,brush,12,32.4,752.4,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1604,brush,12,34.4,754.4,NA,NA,NA,NA,NA,NA,NA,NA,brush.
XS_1604,brush,12,36,756,NA,NA,NA,NA,NA,NA,NA,NA,can you brush?
XS_1604,brush,12,36.7,756.7,NA,NA,NA,NA,NA,NA,NA,NA,can you brush my arm?
XS_1604,brush,12,38.1,758.1,NA,NA,NA,1,NA,NA,NA,NA,can you brush my arm?
XS_1604,brush,12,40.9,760.9,NA,NA,NA,NA,NA,NA,NA,NA,no let's not brush your hair.
XS_1604,brush,12,42.1,762.1,NA,NA,NA,NA,NA,NA,NA,NA,let's brush my arm.
XS_1604,brush,12,45.7,765.7,NA,NA,NA,NA,NA,NA,NA,NA,can you brush my arm?
XS_1604,brush,12,46.8,766.8,NA,NA,NA,NA,NA,NA,NA,NA,brush my arm.
XS_1604,brush,12,53.5,773.5,NA,NA,NA,NA,NA,NA,NA,NA,can you brush my hand?
